"","x"
"757","https://www.casemine.com/judgement/in/5609096ee4b014971116fa99"
"758","https://www.casemine.com/judgement/in/56eaac08607dba3c8ce40cdb"
"759","https://www.casemine.com/judgement/in/56ea804c607dba36e9457f2c"
"760","https://www.casemine.com/judgement/in/5dc551e746571b38af731287"
"761","https://www.casemine.com/judgement/in/56b49604607dba348f01624c"
"762","https://www.casemine.com/judgement/in/56b48cb5607dba348ffee523"
"763","https://www.casemine.com/judgement/in/5811805e2713e1794799ad6a"
"764","https://www.casemine.com/judgement/in/5608ea83e4b014971111655a"
"765","https://www.casemine.com/judgement/in/5609ab96e4b014971140cd5f"
"766","https://www.casemine.com/judgement/in/5ac5e2dc4a932619d903098e"
"767","https://www.casemine.com/judgement/in/5608ea01e4b0149711115180"
"768","https://www.casemine.com/judgement/in/560910b8e4b0149711182502"
"769","https://www.casemine.com/judgement/in/56090bb4e4b014971117545d"
"770","https://www.casemine.com/judgement/in/56095281e4b014971128b3fd"
"771","https://www.casemine.com/judgement/in/56090978e4b014971116fcab"
"772","https://www.casemine.com/judgement/in/5e15729f46571b38d5a15c97"
"773","https://www.casemine.com/judgement/in/56ea77dc607dba36e94560bd"
"774","https://www.casemine.com/judgement/in/56091047e4b01497111814de"
"775","https://www.casemine.com/judgement/in/56091130e4b01497111837dd"
"776","https://www.casemine.com/judgement/in/581180bb2713e179479c775a"
"777","https://www.casemine.com/judgement/in/5609ab64e4b014971140c575"
"778","https://www.casemine.com/judgement/in/5acf496418a681287db56390"
"779","https://www.casemine.com/judgement/in/5608f9b9e4b0149711145a19"
"780","https://www.casemine.com/judgement/in/58a2010e4a93266548a710df"
"781","https://www.casemine.com/judgement/in/5608f9f7e4b01497111464a3"
"782","https://www.casemine.com/judgement/in/56092c50e4b01497111f94d4"
"783","https://www.casemine.com/judgement/in/5bd460439eff430a64247ce6"
"784","https://www.casemine.com/judgement/in/5ac5e3884a93261a1a765df0"
"785","https://www.casemine.com/judgement/in/56e6696b607dba6b53434ba2"
"786","https://www.casemine.com/judgement/in/5ac5e2c34a932619d9024699"
"787","https://www.casemine.com/judgement/in/5609ab9ae4b014971140ce21"
"788","https://www.casemine.com/judgement/in/56b48ca2607dba348ffedbab"
"789","https://www.casemine.com/judgement/in/5609abc2e4b014971140d408"
"790","https://www.casemine.com/judgement/in/5609abfbe4b014971140dcc7"
"791","https://www.casemine.com/judgement/in/5608e9c7e4b01497111148cc"
"792","https://www.casemine.com/judgement/in/5609000be4b0149711153521"
"793","https://www.casemine.com/judgement/in/5609abcae4b014971140d565"
"794","https://www.casemine.com/judgement/in/5767b137e691cb22da6d6f44"
"795","https://www.casemine.com/judgement/in/56092c7be4b01497111f9bb9"
"796","https://www.casemine.com/judgement/in/56093ad5e4b0149711227eae"
"797","https://www.casemine.com/judgement/in/5609ab48e4b014971140c1ad"
"798","https://www.casemine.com/judgement/in/56e66835607dba6b53431551"
"799","https://www.casemine.com/judgement/in/5609a45fe4b01497113f661a"
"800","https://www.casemine.com/judgement/in/5609a408e4b01497113f58de"
"801","https://www.casemine.com/judgement/in/5608fa83e4b014971114796a"
"802","https://www.casemine.com/judgement/in/5ac5e28c4a932619d900ba53"
"803","https://www.casemine.com/judgement/in/5608faefe4b0149711148a0e"
"804","https://www.casemine.com/judgement/in/56098a15e4b0149711382657"
"805","https://www.casemine.com/judgement/in/5ac5e4914a93261aa793ba1e"
"806","https://www.casemine.com/judgement/in/5ab4ea464a93262f5111021a"
"807","https://www.casemine.com/judgement/in/56095fe5e4b01497112cb747"
"808","https://www.casemine.com/judgement/in/5ac5e55d4a93261ae6b6bfde"
"809","https://www.casemine.com/judgement/in/560909dae4b0149711170d1b"
"810","https://www.casemine.com/judgement/in/5609abe9e4b014971140d9e6"
"811","https://www.casemine.com/judgement/in/5767b137e691cb22da6d6dc9"
"812","https://www.casemine.com/judgement/in/5608f6dee4b014971113e9b3"
"813","https://www.casemine.com/judgement/in/5608fb96e4b014971114a125"
"814","https://www.casemine.com/judgement/in/5b1a2f364a932631a5a0bb2b"
"815","https://www.casemine.com/judgement/in/5609ab4ee4b014971140c2a2"
"816","https://www.casemine.com/judgement/in/56eaac4a607dba3c8ce414a9"
"817","https://www.casemine.com/judgement/in/56090977e4b014971116fc77"
"818","https://www.casemine.com/judgement/in/56098900e4b014971137f470"
"819","https://www.casemine.com/judgement/in/5608f72be4b014971113f504"
"820","https://www.casemine.com/judgement/in/5608f9ffe4b0149711146631"
"821","https://www.casemine.com/judgement/in/56e66966607dba6b53434b25"
"822","https://www.casemine.com/judgement/in/5e01d1c28ef15245316becf1"
"823","https://www.casemine.com/judgement/in/5608f78de4b0149711140380"
"824","https://www.casemine.com/judgement/in/56e66959607dba6b534349fc"
"825","https://www.casemine.com/judgement/in/5609ab53e4b014971140c390"
"826","https://www.casemine.com/judgement/in/56b4927f607dba348f000170"
"827","https://www.casemine.com/judgement/in/5ac5e55b4a93261ae6b6aebb"
"828","https://www.casemine.com/judgement/in/5608f987e4b0149711145228"
"829","https://www.casemine.com/judgement/in/56095f3ae4b01497112c9c7d"
"830","https://www.casemine.com/judgement/in/56093adde4b014971122803b"
"831","https://www.casemine.com/judgement/in/56095f30e4b01497112c9a52"
"832","https://www.casemine.com/judgement/in/56ea7f60607dba36ace70e41"
"833","https://www.casemine.com/judgement/in/56098e76e4b014971138cb3f"
"834","https://www.casemine.com/judgement/in/5609105be4b01497111817c1"
"835","https://www.casemine.com/judgement/in/5767b114e691cb22da6d2ac2"
"836","https://www.casemine.com/judgement/in/56eaac6e607dba3c8ce41976"
"837","https://www.casemine.com/judgement/in/56e66906607dba6b5343432c"
"838","https://www.casemine.com/judgement/in/5ac5e5024a93261ae6b4308d"
"839","https://www.casemine.com/judgement/in/5609abd1e4b014971140d6b0"
"840","https://www.casemine.com/judgement/in/56eaac58607dba3c8ce416b2"
"841","https://www.casemine.com/judgement/in/5e0986f49fca19331f9bfadc"
"842","https://www.casemine.com/judgement/in/56090640e4b01497111637da"
"843","https://www.casemine.com/judgement/in/56b492b0607dba348f0024a1"
"844","https://www.casemine.com/judgement/in/5ac5e53d4a93261ae6b5e0ba"
"845","https://www.casemine.com/judgement/in/5ab4ea3f4a93262f5110d335"
"846","https://www.casemine.com/judgement/in/56b495d4607dba348f0155c4"
"847","https://www.casemine.com/judgement/in/56e6682f607dba6b534312c0"
"848","https://www.casemine.com/judgement/in/56090978e4b014971116fcc8"
"849","https://www.casemine.com/judgement/in/56092c53e4b01497111f9593"
"850","https://www.casemine.com/judgement/in/5608fad8e4b014971114862f"
"851","https://www.casemine.com/judgement/in/56e6682a607dba6b53431017"
"852","https://www.casemine.com/judgement/in/5609abcce4b014971140d5c4"
"853","https://www.casemine.com/judgement/in/5608f9a7e4b01497111457ab"
"854","https://www.casemine.com/judgement/in/56e66969607dba6b53434b61"
"855","https://www.casemine.com/judgement/in/56098d6de4b014971138a1ca"
"856","https://www.casemine.com/judgement/in/5609ac41e4b014971140e6a5"
"857","https://www.casemine.com/judgement/in/5afc5b274a9326672a89dee0"
"858","https://www.casemine.com/judgement/in/5608f9f0e4b0149711146320"
"859","https://www.casemine.com/judgement/in/5608fb04e4b0149711148c68"
"860","https://www.casemine.com/judgement/in/5608f70be4b014971113f0da"
"861","https://www.casemine.com/judgement/in/56b4931a607dba348f004bb0"
"862","https://www.casemine.com/judgement/in/5608fa13e4b01497111468c5"
"863","https://www.casemine.com/judgement/in/56b4959c607dba348f013907"
"864","https://www.casemine.com/judgement/in/5608f95ae4b0149711144b72"
"865","https://www.casemine.com/judgement/in/56ea7801607dba36e945610f"
"866","https://www.casemine.com/judgement/in/5608fa42e4b0149711147035"
"867","https://www.casemine.com/judgement/in/56e6688a607dba6b53433735"
"868","https://www.casemine.com/judgement/in/56b495f8607dba348f016055"
"869","https://www.casemine.com/judgement/in/5767b114e691cb22da6d2a76"
"870","https://www.casemine.com/judgement/in/5609a4bbe4b01497113f7449"
"871","https://www.casemine.com/judgement/in/5e08f9019fca1968d48932a9"
"872","https://www.casemine.com/judgement/in/56090a7ce4b0149711172492"
"873","https://www.casemine.com/judgement/in/560909dae4b0149711170d23"
"874","https://www.casemine.com/judgement/in/56b4961d607dba348f016bfa"
"875","https://www.casemine.com/judgement/in/5ac5e2d44a932619d902c89e"
"876","https://www.casemine.com/judgement/in/5609ac1be4b014971140e0ba"
"877","https://www.casemine.com/judgement/in/56b4937e607dba348f007382"
"878","https://www.casemine.com/judgement/in/5608ea4ae4b0149711115cae"
"879","https://www.casemine.com/judgement/in/5de9e6784a932637cc5805c7"
"880","https://www.casemine.com/judgement/in/5790b244e561097e45a4e264"
"881","https://www.casemine.com/judgement/in/5608f9bee4b0149711145b3c"
"882","https://www.casemine.com/judgement/in/5609ab6fe4b014971140c79d"
"883","https://www.casemine.com/judgement/in/56b495cb607dba348f014f2a"
"884","https://www.casemine.com/judgement/in/560900a4e4b0149711154da4"
"885","https://www.casemine.com/judgement/in/5ab4ea5a4a93262f5111a1ab"
"886","https://www.casemine.com/judgement/in/56098dc2e4b014971138af72"
"887","https://www.casemine.com/judgement/in/56092c56e4b01497111f9632"
"888","https://www.casemine.com/judgement/in/56b49484607dba348f00c98d"
"889","https://www.casemine.com/judgement/in/599ec2f64a932638c63eef1e"
"890","https://www.casemine.com/judgement/in/560988ece4b014971137f225"
"891","https://www.casemine.com/judgement/in/56b48fba607dba348fff86a9"
"892","https://www.casemine.com/judgement/in/56e66989607dba6b53434e16"
"893","https://www.casemine.com/judgement/in/560988eee4b014971137f27c"
"894","https://www.casemine.com/judgement/in/581180ae2713e179479c1445"
"895","https://www.casemine.com/judgement/in/56095fdee4b01497112cb605"
"896","https://www.casemine.com/judgement/in/5ac5e4264a93261a672e33ca"
"897","https://www.casemine.com/judgement/in/56095fdfe4b01497112cb656"
"898","https://www.casemine.com/judgement/in/56eaaa87607dba3c8ce3f371"
"899","https://www.casemine.com/judgement/in/5609ab9ee4b014971140cead"
"900","https://www.casemine.com/judgement/in/5ab4ea424a93262f5110e575"
"901","https://www.casemine.com/judgement/in/56e66ae2607dba6b53436f17"
"902","https://www.casemine.com/judgement/in/56b48cb1607dba348ffee3b7"
"903","https://www.casemine.com/judgement/in/56b49484607dba348f00c9bc"
"904","https://www.casemine.com/judgement/in/56b48ca8607dba348ffedf1b"
"905","https://www.casemine.com/judgement/in/5ac5e2c44a932619d90252c3"
"906","https://www.casemine.com/judgement/in/56b4947f607dba348f00c42b"
"907","https://www.casemine.com/judgement/in/56b49475607dba348f00bc90"
"908","https://www.casemine.com/judgement/in/56098db0e4b014971138abbe"
"909","https://www.casemine.com/judgement/in/5609111fe4b014971118346d"
"910","https://www.casemine.com/judgement/in/5608ea02e4b01497111151d7"
"911","https://www.casemine.com/judgement/in/5ac5e4164a93261a672dc411"
"912","https://www.casemine.com/judgement/in/560909eae4b0149711170e8e"
"913","https://www.casemine.com/judgement/in/5767b122e691cb22da6d4618"
"914","https://www.casemine.com/judgement/in/5ac5e2db4a932619d9030573"
"915","https://www.casemine.com/judgement/in/5767b123e691cb22da6d48ec"
"916","https://www.casemine.com/judgement/in/56ea728c607dba369a6eec2e"
"917","https://www.casemine.com/judgement/in/5608e9fde4b01497111150ea"
"918","https://www.casemine.com/judgement/in/5609103ee4b01497111812ea"
"919","https://www.casemine.com/judgement/in/5609ab8fe4b014971140cc2d"
"920","https://www.casemine.com/judgement/in/5767b0fee691cb22da6d0200"
"921","https://www.casemine.com/judgement/in/56095f39e4b01497112c9c42"
"922","https://www.casemine.com/judgement/in/5609013fe4b01497111562df"
"923","https://www.casemine.com/judgement/in/58117fb72713e17947946af7"
"924","https://www.casemine.com/judgement/in/56098882e4b014971137e0a6"
"925","https://www.casemine.com/judgement/in/56098e26e4b014971138beaa"
"926","https://www.casemine.com/judgement/in/5608fbdde4b014971114ade1"
"927","https://www.casemine.com/judgement/in/5608f82ee4b0149711141b1f"
"928","https://www.casemine.com/judgement/in/5767b125e691cb22da6d4b7a"
"929","https://www.casemine.com/judgement/in/5609abfbe4b014971140dcca"
"930","https://www.casemine.com/judgement/in/56090af3e4b0149711173761"
"931","https://www.casemine.com/judgement/in/5e2603a69fca1909fa87f5d9"
"932","https://www.casemine.com/judgement/in/5e3460bf9fca190905a06f26"
"933","https://www.casemine.com/judgement/in/5e18d0359fca1931a3ed005e"
"934","https://www.casemine.com/judgement/in/5e20b0cf9fca1971e3d5fd6c"
"935","https://www.casemine.com/judgement/in/5e1a1ba69fca196126f94bbd"
"936","https://www.casemine.com/judgement/in/5e1d1da69fca19070bf727c2"
"937","https://www.casemine.com/judgement/in/5e1e181c9fca19188e933e8b"
"938","https://www.casemine.com/judgement/in/5e1b46189fca190fcdb06692"
"939","https://www.casemine.com/judgement/in/5e2800a79fca190f502bba6e"
"940","https://www.casemine.com/judgement/in/56b494fe607dba348f010702"
"941","https://www.casemine.com/judgement/in/5ac5e3e04a93261a672c4e48"
"942","https://www.casemine.com/judgement/in/5cca886e4a9326148a245958"
"943","https://www.casemine.com/judgement/in/5e385e8a9fca193f01d1f318"
"944","https://www.casemine.com/judgement/in/5ac5e5444a93261ae6b615c2"
"945","https://www.casemine.com/judgement/in/56090130e4b0149711156098"
"946","https://www.casemine.com/judgement/in/5767b113e691cb22da6d2724"
"947","https://www.casemine.com/judgement/in/5608fce4e4b014971114ce11"
"948","https://www.casemine.com/judgement/in/56e66878607dba6b53432f68"
"949","https://www.casemine.com/judgement/in/5609ac92e4b014971140f2e7"
"950","https://www.casemine.com/judgement/in/56098a83e4b01497113836fe"
"951","https://www.casemine.com/judgement/in/56090d88e4b0149711179f05"
"952","https://www.casemine.com/judgement/in/5ab4ea4a4a93262f51111e1d"
"953","https://www.casemine.com/judgement/in/5609a4a9e4b01497113f711a"
"954","https://www.casemine.com/judgement/in/56b48cb0607dba348ffee2e4"
"955","https://www.casemine.com/judgement/in/599fc324e6249c54edce676a"
"956","https://www.casemine.com/judgement/in/56b4958e607dba348f0135d3"
"957","https://www.casemine.com/judgement/in/580bf6022713e175bec1d658"
"958","https://www.casemine.com/judgement/in/57f52ae8bc4168792964362b"
"959","https://www.casemine.com/judgement/in/5790b398e561097e45a4e46e"
"960","https://www.casemine.com/judgement/in/5608ea5ce4b0149711115ef9"
"961","https://www.casemine.com/judgement/in/5d846278714d58124275d3d3"
"962","https://www.casemine.com/judgement/in/56b49278607dba348ffffe1f"
"963","https://www.casemine.com/judgement/in/56b493d7607dba348f0087b1"
"964","https://www.casemine.com/judgement/in/5a3e37894a93267bc6a869df"
"965","https://www.casemine.com/judgement/in/5767b108e691cb22da6d13d5"
"966","https://www.casemine.com/judgement/in/56095eede4b01497112c9085"
"967","https://www.casemine.com/judgement/in/56098c4ae4b0149711387142"
"968","https://www.casemine.com/judgement/in/5609036ce4b014971115b802"
"969","https://www.casemine.com/judgement/in/5609ab49e4b014971140c1da"
"970","https://www.casemine.com/judgement/in/5d4a60563321bc5f0d3895d9"
"971","https://www.casemine.com/judgement/in/56b49540607dba348f0119ca"
"972","https://www.casemine.com/judgement/in/582d6fd553bee74991898fd7"
"973","https://www.casemine.com/judgement/in/5609abfbe4b014971140dcc4"
